Name,small,large,circular,mini_hoop,total_rack,", NY, NY","Small, circular"
166 N 7 ST,2,13,0,0,15,"166 N 7 ST, NY, NY",
166 NICHOLS AV,0,0,1,0,1,"166 NICHOLS AV, NY, NY",
166 W 231 ST,2,0,0,0,2,"166 W 231 ST, NY, NY",
1660 2 AV,0,2,0,0,2,"1660 2 AV, NY, NY",
1660 MADISON AV,1,0,0,0,1,"1660 MADISON AV, NY, NY",
1662 CONEY ISLAND AV,0,0,1,0,1,"1662 CONEY ISLAND AV, NY, NY",
1662 RICHMOND RD,1,0,0,0,1,"1662 RICHMOND RD, NY, NY",
1663 8 AV,0,0,1,0,1,"1663 8 AV, NY, NY",
1665 BEDFORD AV,2,0,0,0,2,"1665 BEDFORD AV, NY, NY",
1665 BOSTON RD,1,0,0,0,1,"1665 BOSTON RD, NY, NY",
1667 PITKIN AV,0,0,1,0,1,"1667 PITKIN AV, NY, NY",
1668 E 4 ST,0,0,1,0,1,"1668 E 4 ST, NY, NY",
1668 PITKIN AV,0,0,1,0,1,"1668 PITKIN AV, NY, NY",
1668 ZEREGA AV,0,0,1,0,1,"1668 ZEREGA AV, NY, NY",
1669 BEDFORD AV,1,0,0,0,1,"1669 BEDFORD AV, NY, NY",
167 3 AV,1,0,0,0,1,"167 3 AV, NY, NY",
167 5 AV,1,0,0,0,1,"167 5 AV, NY, NY",
167 7 AV,0,0,0,4,4,"167 7 AV, NY, NY",
167 AMSTERDAM AV,1,0,0,0,1,"167 AMSTERDAM AV, NY, NY",
167 BOWERY,1,0,0,0,1,"167 BOWERY, NY, NY",
167 COURT ST,1,0,0,0,1,"167 COURT ST, NY, NY",
167 N 6 ST,1,0,0,0,1,"167 N 6 ST, NY, NY",
167 S 5 ST,4,0,0,0,4,"167 S 5 ST, NY, NY",
167 UTICA AV,1,0,0,0,1,"167 UTICA AV, NY, NY",
167 W 73 ST,2,0,0,0,2,"167 W 73 ST, NY, NY",
167 WYCKOFF AV,0,0,1,0,1,"167 WYCKOFF AV, NY, NY",
1670 PITKIN AV,0,0,1,0,1,"1670 PITKIN AV, NY, NY",
1671 PITKIN AV,0,0,1,0,1,"1671 PITKIN AV, NY, NY",
1674 BROADWAY,0,0,1,0,1,"1674 BROADWAY, NY, NY",
1675 3 AV,2,0,0,0,2,"1675 3 AV, NY, NY",
1675 E 16 ST,1,0,0,0,1,"1675 E 16 ST, NY, NY",
1679 BEDFORD AV,1,0,0,0,1,"1679 BEDFORD AV, NY, NY",
1679 RICHMOND RD,1,0,0,0,1,"1679 RICHMOND RD, NY, NY",
168 1 AV,1,0,0,0,1,"168 1 AV, NY, NY",
168 5 AV,1,0,0,0,1,"168 5 AV, NY, NY",
168 5 AV,0,3,0,0,3,"168 5 AV, NY, NY",
168 8 AV,1,0,0,0,1,"168 8 AV, NY, NY",
168 9 AV,1,0,0,0,1,"168 9 AV, NY, NY",
168 BORINQUEN PL,0,0,2,0,2,"168 BORINQUEN PL, NY, NY",
168 COURT ST,1,0,0,0,1,"168 COURT ST, NY, NY",
168 E 24 ST,2,0,0,0,2,"168 E 24 ST, NY, NY",
168 GRAHAM AV,0,0,1,0,1,"168 GRAHAM AV, NY, NY",
168 LENOX AV,2,0,0,0,2,"168 LENOX AV, NY, NY",
168 MADISON AV,0,0,1,0,1,"168 MADISON AV, NY, NY",
168 MONTAGUE ST,1,0,0,0,1,"168 MONTAGUE ST, NY, NY",
168 N 7 ST,0,1,0,0,1,"168 N 7 ST, NY, NY",
168 ORCHARD ST,1,0,0,0,1,"168 ORCHARD ST, NY, NY",
168 WASHINGTON AV,5,0,0,0,5,"168 WASHINGTON AV, NY, NY",
168 WILSON AV,0,0,1,0,1,"168 WILSON AV, NY, NY",
1680 SOUTHERN BL,1,0,0,0,1,"1680 SOUTHERN BL, NY, NY",
16801 HILLSIDE AV,0,0,1,0,1,"16801 HILLSIDE AV, NY, NY",
1681 MC DONALD AV,0,0,1,0,1,"1681 MC DONALD AV, NY, NY",
1681 PITKIN AV,0,0,1,0,1,"1681 PITKIN AV, NY, NY",
1684 RICHMOND RD,1,0,0,0,1,"1684 RICHMOND RD, NY, NY",
1685 E 5 ST,0,0,4,0,4,"1685 E 5 ST, NY, NY",
1686 PITKIN AV,0,0,1,0,1,"1686 PITKIN AV, NY, NY",
1687 BOSTON RD,1,0,0,0,1,"1687 BOSTON RD, NY, NY",
1689 8 AV,0,0,1,0,1,"1689 8 AV, NY, NY",
1689 E 5 ST,0,0,1,0,1,"1689 E 5 ST, NY, NY",
1689 UNIVERSITY AV,0,0,1,0,1,"1689 UNIVERSITY AV, NY, NY",
169 3 AV,1,0,0,0,1,"169 3 AV, NY, NY",
169 58 ST,0,0,1,0,1,"169 58 ST, NY, NY",
169 7 AV,1,0,0,0,1,"169 7 AV, NY, NY",
169 AMSTERDAM AV,0,0,0,2,2,"169 AMSTERDAM AV, NY, NY",
169 ATLANTIC AV,2,0,0,0,2,"169 ATLANTIC AV, NY, NY",
169 AV B,1,0,0,0,1,"169 AV B, NY, NY",
169 COLUMBUS AV,0,0,0,2,2,"169 COLUMBUS AV, NY, NY",
169 GRAHAM AV,1,0,0,0,1,"169 GRAHAM AV, NY, NY",
1690 BOSTON RD,1,0,0,0,1,"1690 BOSTON RD, NY, NY",
1690 PITKIN AV,0,0,2,0,2,"1690 PITKIN AV, NY, NY",
16909 137 AV,1,0,0,0,1,"16909 137 AV, NY, NY",
1691 3 AV,1,0,0,0,1,"1691 3 AV, NY, NY",
1692 WEBSTER AV,1,0,0,0,1,"1692 WEBSTER AV, NY, NY",
16923 JAMAICA AV,1,0,0,0,1,"16923 JAMAICA AV, NY, NY",
1694 PARK AV,0,0,1,0,1,"1694 PARK AV, NY, NY",
1697 BROADWAY,0,0,1,0,1,"1697 BROADWAY, NY, NY",
1697 PITKIN AV,0,0,1,0,1,"1697 PITKIN AV, NY, NY",
1698 PITKIN AV,0,0,1,0,1,"1698 PITKIN AV, NY, NY",
17 AV A,1,0,0,0,1,"17 AV A, NY, NY",
17 BRISTOL ST,0,1,0,0,1,"17 BRISTOL ST, NY, NY",
17 BROOK ST,1,0,0,0,1,"17 BROOK ST, NY, NY",
17 E 102 ST,0,1,0,0,1,"17 E 102 ST, NY, NY",
17 E 15 ST,1,0,0,0,1,"17 E 15 ST, NY, NY",
17 E 30 ST,1,0,0,0,1,"17 E 30 ST, NY, NY",
17 E 31 ST,0,0,1,0,1,"17 E 31 ST, NY, NY",
17 E 48 ST,1,0,0,0,1,"17 E 48 ST, NY, NY",
17 E 89 ST,1,0,0,0,1,"17 E 89 ST, NY, NY",
17 E BURNSIDE AV,0,0,1,0,1,"17 E BURNSIDE AV, NY, NY",
17 GRANITE ST,0,0,2,0,2,"17 GRANITE ST, NY, NY",
17 KNOLLS CR,0,0,0,1,1,"17 KNOLLS CR, NY, NY",
17 LINCOLN RD,2,0,0,0,2,"17 LINCOLN RD, NY, NY",
17 PRINCE ST,0,0,5,0,5,"17 PRINCE ST, NY, NY",
17 PUTNAM AV,1,0,0,0,1,"17 PUTNAM AV, NY, NY",
17 SMITH ST,0,0,1,0,1,"17 SMITH ST, NY, NY",
17 STANTON ST,1,0,0,0,1,"17 STANTON ST, NY, NY",
17 THAMES ST,1,0,0,0,1,"17 THAMES ST, NY, NY",
17 W 183 ST,0,0,1,0,1,"17 W 183 ST, NY, NY",
170 2 AV,2,2,0,0,4,"170 2 AV, NY, NY",
170 31 ST,0,0,2,0,2,"170 31 ST, NY, NY",
170 8 AV,1,0,0,0,1,"170 8 AV, NY, NY",
170 9 AV,1,0,0,0,1,"170 9 AV, NY, NY",
170 ALLEN ST,1,0,0,0,1,"170 ALLEN ST, NY, NY",
170 BORINQUEN PL,0,0,1,0,1,"170 BORINQUEN PL, NY, NY",
170 BROAD ST,1,0,0,0,1,"170 BROAD ST, NY, NY",
170 E 110 ST,0,0,1,0,1,"170 E 110 ST, NY, NY",
170 LENOX AV,1,0,0,0,1,"170 LENOX AV, NY, NY",
170 NASSAU AV,0,0,1,0,1,"170 NASSAU AV, NY, NY",
170 ORCHARD ST,1,0,0,0,1,"170 ORCHARD ST, NY, NY",
170 SMITH ST,2,0,0,0,2,"170 SMITH ST, NY, NY",
170 VANDERBILT AV,1,0,0,0,1,"170 VANDERBILT AV, NY, NY",
170 W 74 ST,1,0,0,2,3,"170 W 74 ST, NY, NY",
1700 3 AV,0,3,0,0,3,"1700 3 AV, NY, NY",
1700 BROADWAY,0,0,1,0,1,"1700 BROADWAY, NY, NY",
1700 CROTONA PARK E,1,0,0,0,1,"1700 CROTONA PARK E, NY, NY",
1700 ZEREGA AV,0,0,1,0,1,"1700 ZEREGA AV, NY, NY",
1701 BROADWAY,0,0,1,0,1,"1701 BROADWAY, NY, NY",
1701 MC DONALD AV,0,0,1,0,1,"1701 MC DONALD AV, NY, NY",
1701 PITKIN AV,0,0,1,0,1,"1701 PITKIN AV, NY, NY",
1703 3 AV,1,0,0,0,1,"1703 3 AV, NY, NY",
1704 MERMAID AV,1,0,0,0,1,"1704 MERMAID AV, NY, NY",
1704 PITKIN AV,0,0,1,0,1,"1704 PITKIN AV, NY, NY",
1705 PITKIN AV,0,0,1,0,1,"1705 PITKIN AV, NY, NY",
1707 3 AV,1,0,0,0,1,"1707 3 AV, NY, NY",
1708 UNIVERSITY AV,0,0,1,0,1,"1708 UNIVERSITY AV, NY, NY",
1709 WEBSTER AV,2,0,0,0,2,"1709 WEBSTER AV, NY, NY",
171 7 AV,0,0,0,4,4,"171 7 AV, NY, NY",
171 8 AV,1,0,0,0,1,"171 8 AV, NY, NY",
171 ATTORNEY ST,1,0,0,0,1,"171 ATTORNEY ST, NY, NY",
171 AV A,1,0,0,0,1,"171 AV A, NY, NY",
171 AV B,1,0,0,0,1,"171 AV B, NY, NY",
171 AV C,1,1,0,0,2,"171 AV C, NY, NY",
171 BEDFORD AV,2,0,0,0,2,"171 BEDFORD AV, NY, NY",
171 COLUMBUS AV,0,0,0,2,2,"171 COLUMBUS AV, NY, NY",
171 GRAND ST,1,0,0,0,1,"171 GRAND ST, NY, NY",
171 KINGSTON AV,10,0,0,0,10,"171 KINGSTON AV, NY, NY",
171 LAFAYETTE AV,1,2,0,0,3,"171 LAFAYETTE AV, NY, NY",
171 MADISON AV,0,0,1,0,1,"171 MADISON AV, NY, NY",
171 MESEROLE ST,3,0,0,0,3,"171 MESEROLE ST, NY, NY",
171 N 7 ST,1,0,0,0,1,"171 N 7 ST, NY, NY",
171 NEW LOTS AV,0,0,1,0,1,"171 NEW LOTS AV, NY, NY",
171 S 4 ST,0,0,1,0,1,"171 S 4 ST, NY, NY",
171 W 23 ST,0,1,0,0,1,"171 W 23 ST, NY, NY",
171 W 26 ST,1,0,0,0,1,"171 W 26 ST, NY, NY",
171 W 57 ST,1,0,0,0,1,"171 W 57 ST, NY, NY",
171 W BURNSIDE AV,0,0,1,0,1,"171 W BURNSIDE AV, NY, NY",
1710 BROADWAY,0,0,1,0,1,"1710 BROADWAY, NY, NY",
1710 UNIVERSITY AV,0,0,1,0,1,"1710 UNIVERSITY AV, NY, NY",
1710 WEBSTER AV,1,0,0,0,1,"1710 WEBSTER AV, NY, NY",
1711 PITKIN AV,0,0,1,0,1,"1711 PITKIN AV, NY, NY",
1712 PITKIN AV,0,0,1,0,1,"1712 PITKIN AV, NY, NY",
1713 8 AV,0,0,3,0,3,"1713 8 AV, NY, NY",
1713 BROADWAY,0,0,1,0,1,"1713 BROADWAY, NY, NY",
1714 SHEEPSHEAD BAY RD,1,0,0,0,1,"1714 SHEEPSHEAD BAY RD, NY, NY",
1714 UNIVERSITY AV,0,0,1,0,1,"1714 UNIVERSITY AV, NY, NY",
1715 BEDFORD AV,2,0,0,0,2,"1715 BEDFORD AV, NY, NY",
1715 EMMONS AV,1,0,0,0,1,"1715 EMMONS AV, NY, NY",
1715 ST JOHN'S PL,0,0,2,0,2,"1715 ST JOHN'S PL, NY, NY",
1715 UNIVERSITY AV,0,0,1,0,1,"1715 UNIVERSITY AV, NY, NY",
1715 WEBSTER AV,3,0,0,0,3,"1715 WEBSTER AV, NY, NY",
1717 WEBSTER AV,1,0,0,0,1,"1717 WEBSTER AV, NY, NY",
1718 1 AV,1,0,0,0,1,"1718 1 AV, NY, NY",
1718 MADISON AV,1,0,0,0,1,"1718 MADISON AV, NY, NY",
1719 PITKIN AV,0,0,1,0,1,"1719 PITKIN AV, NY, NY",
172 8 AV,1,0,0,0,1,"172 8 AV, NY, NY",
172 ALLEN ST,1,0,4,0,5,"172 ALLEN ST, NY, NY",
172 AV B,1,0,0,0,1,"172 AV B, NY, NY",
172 BEDFORD AV,1,0,0,0,1,"172 BEDFORD AV, NY, NY",
172 E 89 ST,1,0,0,0,1,"172 E 89 ST, NY, NY",
172 N 11 ST,2,1,0,0,3,"172 N 11 ST, NY, NY",
172 NORMAN AV,0,0,1,0,1,"172 NORMAN AV, NY, NY",
1720 CONEY ISLAND AV,0,0,1,0,1,"1720 CONEY ISLAND AV, NY, NY",
1720 PITKIN AV,0,0,1,0,1,"1720 PITKIN AV, NY, NY",
1720 SHEEPSHEAD BAY RD,4,0,0,0,4,"1720 SHEEPSHEAD BAY RD, NY, NY",
1720 VICTORY BL,1,0,0,0,1,"1720 VICTORY BL, NY, NY",
1720 WEBSTER AV,1,0,0,0,1,"1720 WEBSTER AV, NY, NY",
1721 PITKIN AV,0,0,1,0,1,"1721 PITKIN AV, NY, NY",
1721 UNIVERSITY AV,0,0,1,0,1,"1721 UNIVERSITY AV, NY, NY",
1722 CONEY ISLAND AV,0,0,1,0,1,"1722 CONEY ISLAND AV, NY, NY",
1722 SHEEPSHEAD BAY RD,1,0,0,0,1,"1722 SHEEPSHEAD BAY RD, NY, NY",
17229 HILLSIDE AV,1,0,0,0,1,"17229 HILLSIDE AV, NY, NY",
17233 HILLSIDE AV,1,0,0,0,1,"17233 HILLSIDE AV, NY, NY",
17235 HILLSIDE AV,1,0,0,0,1,"17235 HILLSIDE AV, NY, NY",
1724 MADISON AV,0,0,1,0,1,"1724 MADISON AV, NY, NY",
1725 BROADWAY,0,0,1,0,1,"1725 BROADWAY, NY, NY",
1727 BEDFORD AV,2,0,0,0,2,"1727 BEDFORD AV, NY, NY",
1727 PITKIN AV,0,0,1,0,1,"1727 PITKIN AV, NY, NY",
1728 BROADWAY,2,0,0,0,2,"1728 BROADWAY, NY, NY",
1728 PITKIN AV,0,0,1,0,1,"1728 PITKIN AV, NY, NY",
1728 SHEEPSHEAD BAY RD,2,0,0,0,2,"1728 SHEEPSHEAD BAY RD, NY, NY",
173 3 AV,1,0,0,0,1,"173 3 AV, NY, NY",
173 7 AV S,2,0,0,0,2,"173 7 AV S, NY, NY",
173 AV A,3,0,0,0,3,"173 AV A, NY, NY",
173 BEDFORD AV,1,0,0,0,1,"173 BEDFORD AV, NY, NY",
173 BLEECKER ST,1,0,0,0,1,"173 BLEECKER ST, NY, NY",
173 CONOVER ST,2,0,0,0,2,"173 CONOVER ST, NY, NY",
173 E 3 ST,0,1,0,0,1,"173 E 3 ST, NY, NY",
173 GATES AV,0,1,0,0,1,"173 GATES AV, NY, NY",
173 N 3 ST,1,0,0,0,1,"173 N 3 ST, NY, NY",
173 ORCHARD ST,1,0,0,0,1,"173 ORCHARD ST, NY, NY",
173 UTICA AV,1,0,0,0,1,"173 UTICA AV, NY, NY",
173 WEST BROADWAY,1,0,0,0,1,"173 WEST BROADWAY, NY, NY",
1730 CONEY ISLAND AV,0,0,1,0,1,"1730 CONEY ISLAND AV, NY, NY",
1731 CONEY ISLAND AV,0,0,1,0,1,"1731 CONEY ISLAND AV, NY, NY",
1731 UNIVERSITY AV,0,0,1,0,1,"1731 UNIVERSITY AV, NY, NY",
1731 WEBSTER AV,1,0,0,0,1,"1731 WEBSTER AV, NY, NY",
1732 2 AV,0,2,0,0,2,"1732 2 AV, NY, NY",
1734 VICTORY BL,1,0,0,0,1,"1734 VICTORY BL, NY, NY",
1735 UNIVERSITY AV,0,0,1,0,1,"1735 UNIVERSITY AV, NY, NY",
1736 SHEEPSHEAD BAY RD,1,0,0,0,1,"1736 SHEEPSHEAD BAY RD, NY, NY",
1736 VICTORY BL,1,0,0,0,1,"1736 VICTORY BL, NY, NY",
1737 YORK AV,2,0,0,0,2,"1737 YORK AV, NY, NY",
1738 CROTONA PARK E,1,0,0,0,1,"1738 CROTONA PARK E, NY, NY",
1738 PITKIN AV,0,0,1,0,1,"1738 PITKIN AV, NY, NY",
1738 SHEEPSHEAD BAY RD,1,0,0,0,1,"1738 SHEEPSHEAD BAY RD, NY, NY",
1739 E 45 ST,0,0,4,0,4,"1739 E 45 ST, NY, NY",
1739 RICHMOND RD,1,0,0,0,1,"1739 RICHMOND RD, NY, NY",
1739 UNIVERSITY AV,0,0,1,0,1,"1739 UNIVERSITY AV, NY, NY",
174 9 AV,2,0,0,0,2,"174 9 AV, NY, NY",
174 AV A,2,0,0,0,2,"174 AV A, NY, NY",
174 AV B,1,0,0,0,1,"174 AV B, NY, NY",
174 BEDFORD AV,1,0,0,0,1,"174 BEDFORD AV, NY, NY",
174 BLAKE AV,0,0,1,0,1,"174 BLAKE AV, NY, NY",
174 FORSYTH ST,2,0,0,0,2,"174 FORSYTH ST, NY, NY",
174 N 11 ST,1,0,0,0,1,"174 N 11 ST, NY, NY",
174 PARK PL,0,0,1,0,1,"174 PARK PL, NY, NY",
174 PROSPECT PK W,0,0,2,0,2,"174 PROSPECT PK W, NY, NY",
174 SMITH ST,2,0,0,0,2,"174 SMITH ST, NY, NY",
174 W HOUSTON ST,1,0,0,0,1,"174 W HOUSTON ST, NY, NY",
1740 2 AV,1,1,0,0,2,"1740 2 AV, NY, NY",
1740 BROADWAY,4,2,1,0,7,"1740 BROADWAY, NY, NY",
1741 LAFAYETTE AV,0,0,1,0,1,"1741 LAFAYETTE AV, NY, NY",
1741 MC DONALD AV,0,0,1,0,1,"1741 MC DONALD AV, NY, NY",
1742 PITKIN AV,0,0,1,0,1,"1742 PITKIN AV, NY, NY",
1743 MC DONALD AV,0,0,1,0,1,"1743 MC DONALD AV, NY, NY",
1744 2 AV,0,1,0,0,1,"1744 2 AV, NY, NY",
1745 BROADWAY,6,2,1,0,9,"1745 BROADWAY, NY, NY",
1745 UNIVERSITY AV,0,0,1,0,1,"1745 UNIVERSITY AV, NY, NY",
1745 W 6 ST,1,0,0,0,1,"1745 W 6 ST, NY, NY",
1746 LAFAYETTE AV,0,0,1,0,1,"1746 LAFAYETTE AV, NY, NY",
1747 MC DONALD AV,0,0,1,0,1,"1747 MC DONALD AV, NY, NY",
1748 2 AV,0,2,0,0,2,"1748 2 AV, NY, NY",
1749 1 AV,1,0,0,0,1,"1749 1 AV, NY, NY",
175 2 AV,1,0,0,0,1,"175 2 AV, NY, NY",
175 3 AV,1,0,0,0,1,"175 3 AV, NY, NY",
175 5 AV,0,6,0,0,6,"175 5 AV, NY, NY",
175 7 AV,1,0,0,0,1,"175 7 AV, NY, NY",
175 9 AV,5,0,0,0,5,"175 9 AV, NY, NY",
175 FORBELL ST,0,0,1,0,1,"175 FORBELL ST, NY, NY",
175 IRVING AV,0,0,1,0,1,"175 IRVING AV, NY, NY",
175 MARCY AV,0,1,0,0,1,"175 MARCY AV, NY, NY",
175 METROPOLITAN AV,1,0,0,0,1,"175 METROPOLITAN AV, NY, NY",
175 REMSEN ST,2,0,0,0,2,"175 REMSEN ST, NY, NY",
175 ROEBLING ST,0,0,3,0,3,"175 ROEBLING ST, NY, NY",
175 SMITH ST,1,0,0,0,1,"175 SMITH ST, NY, NY",
175 W 13 ST,1,0,0,0,1,"175 W 13 ST, NY, NY",
175 W 93 ST,2,0,0,0,2,"175 W 93 ST, NY, NY",
1750 CONEY ISLAND AV,0,0,1,0,1,"1750 CONEY ISLAND AV, NY, NY",
1752 LAFAYETTE AV,0,0,1,0,1,"1752 LAFAYETTE AV, NY, NY",
1753 BROADWAY,0,0,1,0,1,"1753 BROADWAY, NY, NY",
1754 BROADWAY,0,0,1,0,1,"1754 BROADWAY, NY, NY",
1755 CONEY ISLAND AV,0,0,1,0,1,"1755 CONEY ISLAND AV, NY, NY",
1755 MC DONALD AV,0,0,1,0,1,"1755 MC DONALD AV, NY, NY",
1755 RICHMOND RD,1,0,0,0,1,"1755 RICHMOND RD, NY, NY",
1755 YORK AV,0,2,0,0,2,"1755 YORK AV, NY, NY",
1756 CROSBY AV,3,0,0,0,3,"1756 CROSBY AV, NY, NY",
176 2 AV,1,1,0,0,2,"176 2 AV, NY, NY",
176 5 AV,1,0,0,0,1,"176 5 AV, NY, NY",
176 7 AV,1,0,0,0,1,"176 7 AV, NY, NY",
176 BEDFORD AV,1,0,0,0,1,"176 BEDFORD AV, NY, NY",
176 BORINQUEN PL,0,0,2,0,2,"176 BORINQUEN PL, NY, NY",
176 GRAHAM AV,1,0,0,0,1,"176 GRAHAM AV, NY, NY",
176 LUDLOW ST,1,0,0,0,1,"176 LUDLOW ST, NY, NY",
176 MESEROLE AV,1,0,0,0,1,"176 MESEROLE AV, NY, NY",
176 NICHOLS AV,0,0,1,0,1,"176 NICHOLS AV, NY, NY",
176 THOMPSON ST,1,0,0,0,1,"176 THOMPSON ST, NY, NY",
176 W 105 ST,0,2,0,0,2,"176 W 105 ST, NY, NY",
176 W HOUSTON ST,1,0,0,0,1,"176 W HOUSTON ST, NY, NY",
1760 BROADWAY,5,0,0,0,5,"1760 BROADWAY, NY, NY",
1760 CROSBY AV,1,0,0,0,1,"1760 CROSBY AV, NY, NY",
1761 PITKIN AV,0,0,1,0,1,"1761 PITKIN AV, NY, NY",
1762 CROSBY AV,1,0,0,0,1,"1762 CROSBY AV, NY, NY",
1763 BROADWAY,0,0,1,0,1,"1763 BROADWAY, NY, NY",
1764 PITKIN AV,0,0,2,0,2,"1764 PITKIN AV, NY, NY",
1765 BROADWAY,0,0,1,0,1,"1765 BROADWAY, NY, NY",
1766 BROADWAY,0,0,1,0,1,"1766 BROADWAY, NY, NY",
177 7 AV,0,0,0,2,2,"177 7 AV, NY, NY",
177 8 AV,3,0,0,0,3,"177 8 AV, NY, NY",
177 ATLANTIC AV,0,1,0,0,1,"177 ATLANTIC AV, NY, NY",
177 AV U,1,0,0,0,1,"177 AV U, NY, NY",
177 COLUMBIA ST,2,0,0,0,2,"177 COLUMBIA ST, NY, NY",
177 E HOUSTON ST,1,0,0,0,1,"177 E HOUSTON ST, NY, NY",
177 GRAND ST,0,0,1,0,1,"177 GRAND ST, NY, NY",
177 LIVINGSTON ST,3,0,0,0,3,"177 LIVINGSTON ST, NY, NY",
177 MONTAGUE ST,2,0,0,0,2,"177 MONTAGUE ST, NY, NY",
177 VANDERBILT AV,1,0,0,0,1,"177 VANDERBILT AV, NY, NY",
177 W 26 ST,1,0,0,0,1,"177 W 26 ST, NY, NY",
177 WEST BROADWAY,1,0,0,0,1,"177 WEST BROADWAY, NY, NY",
1772 PITKIN AV,0,0,1,0,1,"1772 PITKIN AV, NY, NY",
1775 MADISON AV,0,0,1,0,1,"1775 MADISON AV, NY, NY",
178 8 AV,0,3,0,0,3,"178 8 AV, NY, NY",
178 ATLANTIC AV,1,0,0,0,1,"178 ATLANTIC AV, NY, NY",
178 BROADWAY,1,0,0,0,1,"178 BROADWAY, NY, NY",
178 COLUMBUS AV,0,0,0,2,2,"178 COLUMBUS AV, NY, NY",
178 GRAHAM AV,1,0,0,0,1,"178 GRAHAM AV, NY, NY",
178 IRVING AV,0,0,2,0,2,"178 IRVING AV, NY, NY",
178 N 1 ST,0,0,2,0,2,"178 N 1 ST, NY, NY",
178 N 7 ST,0,9,0,0,9,"178 N 7 ST, NY, NY",
178 NASSAU AV,0,0,1,0,1,"178 NASSAU AV, NY, NY",
1781 BROADWAY,0,0,1,0,1,"1781 BROADWAY, NY, NY",
1782 CONEY ISLAND AV,0,0,1,0,1,"1782 CONEY ISLAND AV, NY, NY",
17821 HILLSIDE AV,0,0,1,0,1,"17821 HILLSIDE AV, NY, NY",
1783 BEDFORD AV,1,1,0,0,2,"1783 BEDFORD AV, NY, NY",
1783 NEREID AV,1,0,0,0,1,"1783 NEREID AV, NY, NY",
1784 PITKIN AV,0,0,1,0,1,"1784 PITKIN AV, NY, NY",
1785 BROADWAY,0,0,1,0,1,"1785 BROADWAY, NY, NY",
1785 NEREID AV,1,0,0,0,1,"1785 NEREID AV, NY, NY",
1789 MC DONALD AV,0,0,1,0,1,"1789 MC DONALD AV, NY, NY",
1789 RICHMOND RD,1,0,0,0,1,"1789 RICHMOND RD, NY, NY",
179 COLUMBUS AV,1,0,0,0,1,"179 COLUMBUS AV, NY, NY",
179 HENRY ST,1,0,0,0,1,"179 HENRY ST, NY, NY",
179 IRVING AV,0,0,1,0,1,"179 IRVING AV, NY, NY",
179 MESEROLE AV,1,0,0,0,1,"179 MESEROLE AV, NY, NY",
179 MORGAN AV,0,0,4,0,4,"179 MORGAN AV, NY, NY",
179 N 7 ST,0,1,0,0,1,"179 N 7 ST, NY, NY",
179 REMSEN ST,2,3,0,0,5,"179 REMSEN ST, NY, NY",
1790 BROADWAY,1,1,0,0,2,"1790 BROADWAY, NY, NY",
1790 BROADWAY,0,0,1,0,1,"1790 BROADWAY, NY, NY",
1792 PITKIN AV,0,0,1,0,1,"1792 PITKIN AV, NY, NY",
1794 BROADWAY,0,0,1,0,1,"1794 BROADWAY, NY, NY",
1794 CONEY ISLAND AV,0,0,1,0,1,"1794 CONEY ISLAND AV, NY, NY",
17946 HILLSIDE AV,0,0,1,0,1,"17946 HILLSIDE AV, NY, NY",
1795 MC DONALD AV,0,0,1,0,1,"1795 MC DONALD AV, NY, NY",
1797 MC DONALD AV,0,0,2,0,2,"1797 MC DONALD AV, NY, NY",
18 AV B,1,0,0,0,1,"18 AV B, NY, NY",
18 BEAVER ST,1,0,0,0,1,"18 BEAVER ST, NY, NY",
18 BRIDGE ST,1,0,0,0,1,"18 BRIDGE ST, NY, NY",
18 DEAN ST,1,0,0,0,1,"18 DEAN ST, NY, NY",
18 E 14 ST,1,0,0,0,1,"18 E 14 ST, NY, NY",
18 E 17 ST,1,0,0,0,1,"18 E 17 ST, NY, NY",
18 E 33 ST,1,0,0,0,1,"18 E 33 ST, NY, NY",
18 E BURNSIDE AV,0,0,1,0,1,"18 E BURNSIDE AV, NY, NY",
18 LEXINGTON AV,1,0,0,0,1,"18 LEXINGTON AV, NY, NY",
18 PUTNAM AV,0,0,3,0,3,"18 PUTNAM AV, NY, NY",
18 W 18 ST,1,0,0,0,1,"18 W 18 ST, NY, NY",
18 WASHINGTON PL,2,0,0,0,2,"18 WASHINGTON PL, NY, NY",
18 WASHINGTON ST,1,0,0,0,1,"18 WASHINGTON ST, NY, NY",
18 WESTCHESTER SQ,0,2,0,0,2,"18 WESTCHESTER SQ, NY, NY",
18 WYCKOFF AV,0,0,1,0,1,"18 WYCKOFF AV, NY, NY",
180 1 AV,1,0,0,0,1,"180 1 AV, NY, NY",
180 3 AV,1,0,0,0,1,"180 3 AV, NY, NY",
180 5 AV,1,0,0,0,1,"180 5 AV, NY, NY",
180 6 AV,2,0,0,0,2,"180 6 AV, NY, NY",
180 7 AV,8,0,0,0,8,"180 7 AV, NY, NY",
180 7 AV,1,0,0,0,1,"180 7 AV, NY, NY",
180 7 AV S,2,0,0,0,2,"180 7 AV S, NY, NY",
180 ATLANTIC AV,1,0,0,0,1,"180 ATLANTIC AV, NY, NY",
180 AV B,1,0,0,0,1,"180 AV B, NY, NY",
180 AV C,1,0,0,0,1,"180 AV C, NY, NY",
180 FRANKLIN ST,1,2,0,0,3,"180 FRANKLIN ST, NY, NY",
180 FT WASHINGTON AV,3,0,0,0,3,"180 FT WASHINGTON AV, NY, NY",
